Generated Table for View ZBIW_0SD_TVZBT


MANDT	 SPRAS	 VTEXT	 ZTERM
100	 E	 50%DP, 0%BD, 50%AD, 15D Net	 Y028
100	 E	 0%DP, 100%BD, 0%AD	 Y029
100	 E	 0%DP, 90%BD, 10%AD, 15D Net	 Y030
100	 E	  0%DP, 80%BD, 20%AD, 15D Net	 Y031
100	 E	 0%DP, 70%BD, 30%AD, 15D Net	 Y032
100	 E	 0%DP, 60%BD, 40%AD, 15D Net	 Y033
100	 E	 0%DP, 50%BD, 50%AD, 15D Net	 Y034
100	 E	 25%DP, 75%BD, 0%AD	 Y035
100	 E	 0%DP, 0%BD, 100%AD, 5D Net	 Y036
100	 E	 40%DP, 60%BD, 0%AD	 Y037
100	 E	 60%DP, 40%BD, 0%AD	 Y038
100	 E	 70%DP, 30%BD, 0%AD	 Y039
100	 E	 15%DP, 85%BD, 0%AD	 Y040
100	 E	 0%DP, 0%BD, 100%AD, 10D Net	 Y041
100	 E	 15%DP, 75%BD, 10%AD, 30D Net	 Y042
100	 E	 20%DP, 80%BD, 0%AD	 Y043
100	 E	 30%DP, 70%BD, 0%AD	 Y044
100	 E	 50%DP, 50%BD, 0%AD	 Y045
100	 E	 30%DP, 60%BD, 10%AD	 Y046
100	 E	 30%DP, 0%BD, 70%AD, 30D Net	 Y047
100	 E	 0%DP, 0%BD, 100%AD, 32D ME	 Y048
100	 E	 30%DP, 70%BD, 0%AD, 10D Net	 Y049
100	 E	 30%DP, 70%BD, 0%AD, 30D Net	 Y050
100	 E	 30%DP, 70%BD, 0%AD, 45D Net	 Y051
100	 E	 30%DP, 70%BD, 0%AD, 60D Net	 Y052
100	 E	 50%DP, 50%BD, 0%AD, 10D Net	 Y053
100	 E	 50%DP, 50%BD, 0%AD, 30D Net	 Y054
100	 E	 50%DP, 50%BD, 0%AD, 45D Net	 Y055
100	 E	 50%DP, 50%BD, 0%AD, 60D Net	 Y056
100	 E	 20%DP, 70%BD, 10%AD, 60D Net	 Y060
100	 E	 50%DP, 0%BD, 50%AD, 30D Net	 Y061
100	 E	 30%DP, 40% BD, 30% AD, 30D Net	 Y062
100	 E	 20%DP, 70%PA, 10%FA, 45D Net	 Y064
100	 E	 30 days post dated cheque	 YC30
100	 E	 60 days post dated cheque	 YC60
100	 E	 Cash against documents	 YCDA
100	 E	 7 days after invoice date	 YD07
100	 E	 14 days after invoice date	 YD14
100	 E	 15 days after invoice date	 YD15
100	 E	 365 days after invoice date	 YD1Y
100	 E	 21 days after invoice date	 YD21
100	 E	 30 days after invoice date	 YD30
100	 E	 35 days after invoice date	 YD35
100	 E	 40 days after invoice date	 YD40
100	 E	 45 days after invoice date	 YD45
100	 E	 120 days after invoice date	 YD4M
100	 E	 45 dni od daty otrzymaniafaktu	 YD50
100	 E	 150 days after invoice date	 YD5M
100	 E	 60 days after invoice date	 YD60
100	 E	 65 days after invoice date..	 YD65
100	 E	 180 days after invoice date	 YD6M
100	 E	 75 days after invoice date	 YD75
100	 E	 90 days after invoice date	 YD90
100	 E	 30 days end of Month	 YE01
100	 E	 60 days end of Month	 YE02
100	 E	 90 days end of Month	 YE03
100	 E	 120 days end of Month	 YE04
100	 E	 150 days end of Month	 YE05
100	 E	 180 days end of Month	 YE06
100	 E	 210 days end of Month	 YE07
100	 E	 240 days end of Month	 YE08
100	 E	 270 days end of Month	 YE09
100	 E	 300 days end of Month	 YE10
100	 E	 330 days end of Month	 YE11
100	 E	 365 days end of Month	 YE12
100	 E	 540 days end of Month	 YE18
100	 E	 32 days Start of Next Month	 YE19
100	 E	 30%, 30% 30D, 30% 90D, 10% 540	 YI18
100	 E	 10%, 30% 90D, 10% 540	 YI19
100	 E	 20%, 70% 90D, 10% 540	 YI20
100	 E	 30%, 60% 90D, 10% 540	 YI21
100	 E	 60%, 30% 90D, 10% 540	 YI22
100	 E	 90%, 10% 540	 YI23
100	 E	 40%, 50% 90D, 10% 540	 YI24
100	 E	 50%, 40% 90D, 10% 540	 YI25
100	 E	 70%, 20% 90D, 10% 540	 YI26
100	 E	 80%, 10% 90D, 10% 540	 YI27
100	 E	 70%, 10% 30D, 10% 90D, 10% 540	 YI28
100	 E	 30%, 50% 60D, 20% 90D	 YI30
100	 E	 30%DP, 30% 90D, 40% 180D Net	 YI31
100	 E	 Installment payment 1 year	 YIY1
100	 E	 Installment payment 1/2 year	 YIY2
100	 E	 Letter of credit at sight	 YL00
100	 E	 Letter of credit 360 days	 YL1Y
100	 E	 Letter of credit 30 days	 YL30
100	 E	 Letter of credit 45 days	 YL45
100	 E	 Letter of credit 120 days	 YL4M
100	 E	 50%LC, 40%AD, 10%AD, 40D Net	 YL50
100	 E	 Letter of credit 60 days	 YL60
100	 E	 Letter of credit 180 days	 YL6M
100	 E	 Letter of credit 90 days	 YL90
100	 E	 30 days end of Month	 YM01
100	 E	 Delivery + 2 months (interco)	 YM02
100	 E	 Free delivery month + 25 days	 YM25
100	 E	 Free delivery month + 30 days	 YM30
100	 E	 Free delivery month + 45 days	 YM45
100	 E	 Free delivery month + 55 days	 YM55
100	 E	 FDM + 25 days	 YM60
100	 E	 FDM + 55 days	 YM65
100	 E	 Free delivery month + 60 days	 YM70
100	 E	 SHELL payment term	 YM80
100	 E	 Next month +2 Before 25th	 YM85
100	 E	 	 YM90
100	 E	 	 YM95
100	 E	 D/P at sight	 YP00
100	 E	 D/P 30 days	 YP30
100	 E	 Payment against documents	 YPDA
100	 E	 Payment against invoice by TT	 YPTT
100	 E	 Test:Discount Payment Term	 YXXX
100	 E	 AM: Pay immediately	 Z000
100	 E	 AM: 30 days nett	 Z001
100	 E	 AM: 45 days nett	 Z002
100	 E	 AM: 60 days nett	 Z003
100	 E	 AM: 90 days nett	 Z004
100	 E	 AM: 14 days nett	 Z005
100	 E	 AM: 75 days nett	 Z006
100	 E	 AM: 120 days nett	 Z007
100	 E	 AM: 150 days nett	 Z008
100	 E	 AM: 180 days nett	 Z009
100	 E	 AM: 42 days nett	 Z010
100	 E	 AM: 20 days nett	 Z011
100	 E	 AM: 8 days nett	 Z012
100	 E	 AM: 10 days nett	 Z013
100	 E	 AM: 40 days nett	 Z014
100	 E	 AM: 15 days nett	 Z015
100	 E	 AM: 40 days nett	 Z016
100	 E	 AM: invoice due days of 80 day	 Z017
100	 E	 AM: 70 days nett	 Z018
100	 E	 AM: 85 days nett	 Z019
100	 E	 AM: internal no print	 Z020
100	 E	 AM only:Ikano internal noprint	 Z021
100	 E	 Pay immediately w/o deduction	 ZB00
100	 E	 14 Days 3%, 30/2%, 45 net	 ZB01
100	 E	 8 days 5%, 14/2%, 21 net	 ZB02
100	 E	 21 days 2%, Discount, 30 net	 ZB03
100	 E	 AM: 20 Days,2% off 30 net	 ZB04
100	 E	 AM: 8 Days,2% off 30 net	 ZB05
100	 E	 AM: 14 Days,2%,30 net	 ZB06
100	 E	 AM: 45 Days,1%,60 due net	 ZB07
100	 E	 AM: 1% in 5 days, 30 days net	 ZB09
100	 E	 AM: 1% in 5 days, 40 days net	 ZB10
100	 E	 AM: 1% in 5 days, 60 days net	 ZB11
100	 E	 AM: 1% in 5 days, 90 days net	 ZB12
100	 E	 AM: 1% in 5 days, 30 days EOM	 ZB13
100	 E	 AM: 1% in 5 days, 40 days EOM	 ZB14
100	 E	 AM: 1% in 5 days, 60 days EOM	 ZB15
100	 E	 AM: 1% in 5 days, 90 days EOM	 ZB16
100	 E	 AM: 1% at delivery	 ZB17
100	 E	 AM: 1% at delivery1/3 order 1/	 ZB18
100	 E	 AM: 2% in 10 days, 30 days net	 ZB19
100	 E	 AM: 3% in 10 days, 30 days net	 ZB20
100	 E	 AM: 4% in 15 days	 ZB21
100	 E	 AM: 3% in 30 days, 60 days net	 ZB22
100	 E	 AM: 2% in 30 days, 90 days net	 ZB23
100	 E	 AM: 2% in 30 days, 60 days net	 ZB24
100	 E	 AM: 2% in 10 days, 60 days net	 ZB25
100	 E	 AM: 2% in 60 days, 75 days net	 ZB26
100	 E	 AM: 2% in 30 days	 ZB27
100	 E	 AM: 30/60 days nett	 ZB31
100	 E	 AM: 30/60/90 days nett	 ZB32
100	 E	 AM: 30/60/90/120 days nett	 ZB33
100	 E	 AM: 30/60/90/120/150 days nett	 ZB34
100	 E	 AM: 30/60/90/120/150/180 days	 ZB35
100	 E	 AM: 60/90 days nett	 ZB61
100	 E	 AM: 60/90/120 days nett	 ZB62
100	 E	 AM: 60/90/120/150 days nett	 ZB63
100	 E	 AM: 60/90/120/150/180 day nett	 ZB64
100	 E	 AM: 90/120 day nett	 ZB91
100	 E	 AM: 90/120/150 day nett	 ZB92
100	 E	 AM: 30 days nett-Direct debit	 ZD30
100	 E	 AM: EOM+30 days-Direct debit	 ZD31
100	 E	 AM: 60 days nett-Direct debit	 ZD60
100	 E	 AM: End of month + 20 days	 ZE20
100	 E	 AM: End of month + 25 days	 ZE25
100	 E	 AM: End of month + 30 days	 ZE30
100	 E	 AM: End of month + 40 days	 ZE40
100	 E	 AM: End of month + 45 days	 ZE45
100	 E	 AM: End of month + 55 days	 ZE55
100	 E	 AM: End of month + 60 days	 ZE60
100	 E	 AM: End of month + 75 days	 ZE75
100	 E	 AM: End of month + 90 days	 ZE90
100	 E	 AM: End of month + 120 days	 ZE91
100	 E	 AM: 30 days end of month	 ZF01
100	 E	 AM: 30 days EOM the 5th	 ZF02
100	 E	 AM: 30 days EOM the 10th	 ZF03
100	 E	 AM: 30 days EOM the 15th	 ZF04
100	 E	 AM: 30 days EOM the 20th	 ZF05
100	 E	 AM: 60 days end of month	 ZF06
100	 E	 AM: 60 days EOM the 5th	 ZF07
100	 E	 AM: 60 days EOM the 10th	 ZF08
100	 E	 AM: 60 days EOM the 15th	 ZF09
100	 E	 AM: 90 days EOM the 20th	 ZF10
100	 E	 AM: 90 days end of month	 ZF11
100	 E	 AM: 90 days EOM the 5th	 ZF12
100	 E	 AM: 90 days EOM the 10th	 ZF13
100	 E	 AM: 90 days EOM the 15th	 ZF14
100	 E	 AM: 90 days EOM the 20th	 ZF15
100	 E	 AM: 45 days end of month	 ZF16
100	 E	 AM: 45 DAYS END OF MONTH + 30J	 ZF17
100	 E	 AM: Advance Paym - before delv	 ZP00
100	 E	 AM: Cash on Delivery	 ZP01
100	 E	 AM: AC Netting	 ZP02
100	 E	 AM: Special Terms	 ZP03
100	 E	 AM: CREDITNOTA	 ZP04
100	 E	 AM: Periodic Transfer	 ZP05
100	 E	 AM: Direct Debit	 ZP06
100	 E	 AM: Reimbursment	 ZP07
100	 E	 AM: Anticipated payment	 ZP08
100	 F	 	
100	 F	 	 0010
100	 F	 	 0011
100	 F	 	 0012
100	 F	 	 0014
100	 F	 	 0015
100	 F	 	 0016
100	 F	 	 0017
100	 F	 Within 5 days 3% cash discount	 IK00
100	 F	 16 days 2%, 31 days net	 LVT0
100	 F	 10 days 3%, 16  2%, 31 net	 MVT0
100	 F	 99% forever	 WALL
100	 F	 12 days net	 WL01
100	 F	 AM: Pay immediately	 Z000
100	 F	 AM: 30 days nett	 Z001
100	 F	 AM: 45 days nett	 Z002
100	 F	 AM: 60 days nett	 Z003
100	 F	 AM: 90 days nett	 Z004
100	 F	 AM: 14 days nett	 Z005
100	 F	 AM: 75 days nett	 Z006
100	 F	 AM: 120 days nett	 Z007
100	 F	 AM: 150 days nett	 Z008
100	 F	 AM: 180 days nett	 Z009
100	 F	 Pay immediately w/o deduction	 ZB00
100	 F	 14 Days 3%, 30/2%, 45 net	 ZB01
100	 F	 8 days 5%, 14/2%, 21 net	 ZB02
100	 F	 20 days 2%, 30 days net	 ZB03
100	 F	 10 days 4%, 20/2%, 30 net	 ZB04
100	 F	 5 days 2%, 10 days net	 ZB05
100	 F	 AM: 14 Days,2%,30 net	 ZB06
100	 F	 AM: 30/60 days nett	 ZB31
100	 F	 AM: 30/60/90 days nett	 ZB32
100	 F	 AM: 30/60/90/120 days nett	 ZB33
100	 F	 AM: 30/60/90/120/150 days nett	 ZB34
100	 F	 AM: 30/60/90/120/150/180 days	 ZB35
100	 F	 AM: 60/90 days nett	 ZB61
100	 F	 AM: 60/90/120 days nett	 ZB62
100	 F	 AM: 60/90/120/150 days nett	 ZB63
100	 F	 AM: 60/90/120/150/180 day nett	 ZB64
100	 F	 AM: 90/120 day nett	 ZB91
100	 F	 AM: 90/120/150 day nett	 ZB92
100	 F	 AM: 30 days nett-Direct debit	 ZD30
100	 F	 AM: EOM+30 days-Direct debit	 ZD31
100	 F	 AM: 60 days nett-Direct debit	 ZD60
100	 F	 AM: End of month + 20 days	 ZE20
100	 F	 AM: End of month + 30 days	 ZE30
100	 F	 AM: End of month + 45 days	 ZE45
100	 F	 AM: End of month + 55 days	 ZE55
100	 F	 AM: End of month + 60 days	 ZE60
100	 F	 AM: End of month + 75 days	 ZE75
100	 F	 AM: End of month + 90 days	 ZE90
100	 F	 AM: Advance Paym - before delv	 ZP00
100	 F	 AM: Cash on Delivery	 ZP01
100	 F	 AM: AC Netting	 ZP02
100	 F	 AM: Special Terms	 ZP03
100	 I	 	
100	 I	 	 0010
100	 I	 	 0011
100	 I	 	 0012
100	 I	 	 0014
100	 I	 	 0015
100	 I	 	 0016
100	 I	 	 0017
100	 I	 Within 5 days 3% cash discount	 IK00
100	 I	 16 days 2%, 31 days net	 LVT0
100	 I	 10 days 3%, 16  2%, 31 net	 MVT0
100	 I	 99% forever	 WALL
100	 I	 12 days net	 WL01
100	 I	 AM: Pay immediately	 Z000
100	 I	 30 GG. DF FM	 Z001
100	 I	 45 GG. DF FM	 Z002
100	 I	 60 GG. DF FM	 Z003
100	 I	 90 GG. DF FM	 Z004
100	 I	 14 GG. DF FM	 Z005
100	 I	 75 GG. DF FM	 Z006
100	 I	 120 GG. DF FM	 Z007
100	 I	 150 GG. DF FM	 Z008
100	 I	 180 GG. DF FM	 Z009
100	 I	 Pay immediately w/o deduction	 ZB00
100	 I	 14 Days 3%, 30/2%, 45 net	 ZB01
100	 I	 8 days 5%, 14/2%, 21 net	 ZB02
100	 I	 20 days 2%, 30 days net	 ZB03
100	 I	 10 days 4%, 20/2%, 30 net	 ZB04
100	 I	 5 days 2%, 10 days net	 ZB05
100	 I	 AM: 14 Days,2%,30 net	 ZB06
100	 I	 R.B. 30/60 GG. DF FM	 ZB31
100	 I	 R.B. 30/60/90 GG. DF FM	 ZB32
100	 I	 R.B. 30/60/90/120 GG. DF FM	 ZB33
100	 I	 R.B. 30/60/90/120/150 GG DF FM	 ZB34
100	 I	 RB 30/60/90/120/150/180 GGDFFM	 ZB35
100	 I	 R.B. 60/90 GG. DF FM	 ZB61
100	 I	 R.B. 60/90/120 GG. DF FM	 ZB62
100	 I	 R.B. 60/90/120/150 GG. DF FM	 ZB63
100	 I	 RB 60/90/120/150/180 GG DF FM	 ZB64
100	 I	 R.B. 90/120 GG. DF FM	 ZB91
100	 I	 R.B. 90/120/150 GG. DF FM	 ZB92
100	 I	 AM: 30 days nett-Direct debit	 ZD30
100	 I	 AM: EOM+30 days-Direct debit	 ZD31
100	 I	 AM: 60 days nett-Direct debit	 ZD60
100	 I	 AM: End of month + 20 days	 ZE20
100	 I	 AM: End of month + 30 days	 ZE30
100	 I	 AM: End of month + 45 days	 ZE45
100	 I	 AM: End of month + 55 days	 ZE55
100	 I	 AM: End of month + 60 days	 ZE60
100	 I	 AM: End of month + 75 days	 ZE75
100	 I	 AM: End of month + 90 days	 ZE90
100	 I	 PRIMA DELLA CONSEGNA-AVVISO ME	 ZP00
100	 I	 CONTRASSEGNO	 ZP01
100	 I	 A.C. NETTING	 ZP02
100	 I	 PAGAMENTO SPECIALE	 ZP03
100	 L	 	
100	 L	 	 0010
100	 L	 	 0011
100	 L	 	 0012
100	 L	 	 0014
100	 L	 	 0015
100	 L	 	 0016
100	 L	 	 0017
100	 L	 Within 5 days 3% cash discount	 IK00
100	 L	 16 days 2%, 31 days net	 LVT0
100	 L	 10 days 3%, 16  2%, 31 net	 MVT0
100	 L	 99% forever	 WALL
100	 L	 12 days net	 WL01
100	 L	 100 % Zaliczka	 Y000
100	 L	 Gotówka	 Y001
100	 L	 	 Y010
100	 L	 	 Y011
100	 L	 	 Y012
100	 L	 	 Y013
100	 L	 	 Y014
100	 L	 	 Y015
100	 L	 	 Y016
100	 L	 	 Y017
100	 L	 	 Y018
100	 L	 	 Y019
100	 L	 	 Y020
100	 L	 	 Y021
100	 L	 	 Y022
100	 L	 	 Y023
100	 L	 	 Y024
100	 L	 	 Y025
100	 L	 	 Y026
100	 L	 	 Y027
100	 L	 	 Y028
100	 L	 	 Y029
100	 L	 	 Y030
100	 L	 	 Y031
100	 L	 	 Y032
100	 L	 	 Y033
100	 L	 	 Y034
100	 L	 	 Y035
100	 L	 	 Y036
100	 L	 	 Y037
100	 L	 	 Y038
100	 L	 	 Y039
100	 L	 	 Y040
100	 L	 	 Y041
100	 L	 	 Y042
100	 L	 	 Y043
100	 L	 	 Y044
100	 L	 	 Y045
100	 L	 	 Y046
100	 L	 	 Y047
100	 L	 	 Y048
100	 L	 	 Y049
100	 L	 	 Y050
100	 L	 	 Y051
100	 L	 	 Y052
100	 L	 	 Y053
100	 L	 	 Y054
100	 L	 	 Y055
100	 L	 	 Y056
100	 L	 	 Y060
100	 L	 	 Y061
100	 L	 	 Y062
100	 L	 	 Y064
100	 L	 W ci#gu 30 dni bez odlicz.	 YC30
100	 L	 W ci#gu 60 dni bez odlicz.	 YC60
100	 L	 P#atne natychmiast bez odlicz.	 YCDA
100	 L	 7 dni od daty faktury	 YD07
100	 L	 14 dni od daty faktury	 YD14
100	 L	 W ci#gu 15 dni bez odlicz.	 YD15
100	 L	 365 dni od daty faktury	 YD1Y
100	 L	 21 dni od daty faktury	 YD21
100	 L	 30 dni od daty faktury	 YD30
100	 L	 30 dni od daty otrzymania fakt	 YD35
100	 L	 40 dni od daty faktury	 YD40
100	 L	 45 dni od daty faktury	 YD45
100	 L	 120 dni od daty faktury	 YD4M
100	 L	 45 dni od daty otrzymaniafaktu	 YD50
100	 L	 W ci#gu 150 dni bez odlicz.	 YD5M
100	 L	 60 dni od daty faktury	 YD60
100	 L	 65 dni od daty faktury..	 YD65
100	 L	 180 dni od daty faktury	 YD6M
100	 L	 W ci#gu 75 dni bez odlicz.	 YD75
100	 L	 90 dni od daty faktury	 YD90
100	 L	 	 YE01
100	 L	 	 YE02
100	 L	 	 YE03
100	 L	 	 YE04
100	 L	 	 YE05
100	 L	 	 YE06
100	 L	 	 YE07
100	 L	 	 YE08
100	 L	 	 YE09
100	 L	 	 YE10
100	 L	 	 YE11
100	 L	 	 YE12
100	 L	 	 YE18
100	 L	 	 YE19
100	 L	 	 YI18
100	 L	 	 YI19
100	 L	 	 YI20
100	 L	 	 YI21
100	 L	 	 YI22
100	 L	 	 YI23
100	 L	 	 YI24
100	 L	 	 YI25
100	 L	 	 YI26
100	 L	 	 YI27
100	 L	 	 YI28
100	 L	 	 YI30
100	 L	 	 YI31
100	 L	 P#atno## w 12 miesi#cznych rat	 YIY1
100	 L	 	 YIY2
100	 L	 Akredytywa p#atna natychmiast	 YL00
100	 L	 	 YL1Y
