Table for profit centre derivation rules


MANDT	 VTWEG	 PGC	 CLASS	 REP_PGC	 REP_GAC	 PRCTR
X	 X	 X	 X	 	 	
Client	 Distribution Channel	 Product Group Code	 Not More Closely Defined Area, Possibly Used for Patchlevels	 Reporting PGC	 Reporting GAC	 Profit Center
MANDT-CLNT(3)	 VTWEG-CHAR(2)	 RKEG_WW007-CHAR(4)	 CHAR4-CHAR(4)	 RKEG_WW007-CHAR(4)	 RKEG_WW006-CHAR(4)	 PRCTR-CHAR(10)
100	 01	 327	 	 327	 32	 0000002120
100	 01	 329	 	 329	 32	 0000002120
100	 01	 331	 	 331	 33	 0000002200
100	 01	 332	 	 332	 33	 0000002200
100	 01	 340	 	 340	 340	 0000002410
100	 01	 341	 	 341	 34	 0000002410
100	 01	 342	 	 342	 34	 0000002410
100	 01	 343	 	 343	 34	 0000002410
100	 01	 344	 	 344	 34	 0000002410
100	 01	 345	 	 345	 345	 0000002410
100	 01	 346	 	 346	 346	 0000002410
100	 01	 347	 	 347	 347	 0000002410
100	 01	 348	 	 348	 348	 0000002410
100	 01	 349	 	 349	 349	 0000002410
100	 01	 350	 	 350	 35	 0000002310
100	 01	 351	 	 351	 35	 0000002310
100	 01	 352	 	 352	 35	 0000002310
100	 01	 354	 	 354	 35	 0000002310
100	 01	 360	 	 360	 36	 0000002310
100	 01	 361	 	 361	 36	 0000002310
100	 01	 362	 	 362	 36	 0000002310
100	 01	 363	 	 363	 36	 0000002310
100	 01	 364	 	 364	 36	 0000002310
100	 01	 365	 	 365	 36	 0000002310
100	 01	 366	 	 366	 36	 0000002310
100	 01	 367	 	 367	 36	 0000002310
100	 01	 368	 	 368	 36	 0000002310
100	 01	 369	 	 369	 36	 0000002310
100	 01	 370	 	 370	 37	 0000002310
100	 01	 371	 	 371	 37	 0000002310
100	 01	 374	 	 374	 37	 0000002310
100	 01	 375	 	 375	 37	 0000002310
100	 01	 381	 	 381	 38	 0000002310
100	 01	 382	 	 382	 38	 0000002310
100	 01	 383	 	 383	 38	 0000002310
100	 01	 384	 	 384	 38	 0000002310
100	 01	 385	 	 385	 38	 0000002310
100	 01	 386	 	 386	 38	 0000002310
100	 01	 390	 GIN	 390	 390G	 0000003120
100	 01	 390	 MVI	 390	 390M	 0000003110
100	 01	 396	 GIN	 396	 396G	 0000003120
100	 01	 396	 MVI	 396	 396M	 0000003110
100	 01	 397	 GIN	 397	 397G	 0000003120
100	 01	 397	 MVI	 397	 397M	 0000003110
100	 01	 398	 GIN	 398	 398G	 0000003120
100	 01	 398	 MVI	 398	 398M	 0000003110
100	 01	 399	 GIN	 399	 399G	 0000003120
100	 01	 399	 MVI	 399	 399M	 0000003110
100	 01	 400	 	 400	 40	 0000001310
100	 01	 400U	 	 400U	 40U	 0000001310
100	 01	 400X	 	 400X	 40X	 0000001320
100	 01	 401	 	 401	 40	 0000001310
100	 01	 401U	 	 401U	 40U	 0000001310
100	 01	 401X	 	 401X	 40X	 0000001320
100	 01	 402	 	 402	 40	 0000001310
100	 01	 402U	 	 402U	 40U	 0000001310
100	 01	 402X	 	 402X	 40X	 0000001320
100	 01	 403	 	 403	 40	 0000001310
100	 01	 403B	 	 403B	 40	 0000001610
100	 01	 403U	 	 403U	 40U	 0000001310
100	 01	 403X	 	 403X	 40X	 0000001320
100	 01	 404	 	 404	 40	 0000001310
100	 01	 404U	 	 404U	 40U	 0000001310
100	 01	 404X	 	 404X	 40X	 0000001320
100	 01	 405	 	 405	 40	 0000001310
100	 01	 405U	 	 405U	 40U	 0000001310
100	 01	 405X	 	 405X	 40X	 0000001320
100	 01	 406	 	 406	 40	 0000001310
100	 01	 406U	 	 406U	 40U	 0000001310
100	 01	 406X	 	 406X	 40X	 0000001320
100	 01	 410	 	 410	 41	 0000001310
100	 01	 410U	 	 410U	 41U	 0000001310
100	 01	 410X	 	 410X	 41X	 0000001320
100	 01	 411	 	 411	 41	 0000001310
100	 01	 411U	 	 411U	 41U	 0000001310
100	 01	 411X	 	 411X	 41X	 0000001320
100	 01	 412	 	 412	 41H	 0000001310
100	 01	 412U	 	 412U	 41U	 0000001310
100	 01	 412X	 	 412X	 41X	 0000001320
100	 01	 413	 	 413	 41	 0000001310
100	 01	 413U	 	 413U	 41U	 0000001310
100	 01	 413X	 	 413X	 41X	 0000001320
100	 01	 414	 	 414	 41H	 0000001310
100	 01	 414U	 	 414U	 41U	 0000001310
100	 01	 414X	 	 414X	 41X	 0000001320
100	 01	 415	 	 415	 41H	 0000001310
100	 01	 415X	 	 415X	 41X	 0000001320
100	 01	 416	 	 416	 41	 0000001310
100	 01	 416X	 	 416X	 41X	 0000001320
100	 01	 417	 	 417	 41	 0000001310
100	 01	 417X	 	 417X	 41X	 0000001320
100	 01	 418	 	 418	 41	 0000001310
100	 01	 418U	 	 418U	 41U	 0000001310
100	 01	 418X	 	 418X	 41X	 0000001320
100	 01	 419	 	 419	 41H	 0000001310
100	 01	 41BM	 	 41BM	 41H	 0000001310
100	 01	 41BS	 	 41BS	 41H	 0000001310
100	 01	 420	 	 420	 42	 0000001310
100	 01	 420U	 	 420U	 42U	 0000001310
100	 01	 420X	 	 420X	 42X	 0000001320
100	 01	 421	 	 421	 42	 0000001310
100	 01	 421U	 	 421U	 42U	 0000001310
100	 01	 421X	 	 421X	 42X	 0000001320
100	 01	 422	 	 422	 42	 0000001310
100	 01	 422H	 	 422H	 42	 0000001310
100	 01	 422U	 	 422U	 42U	 0000001310
100	 01	 422X	 	 422X	 42X	 0000001320
100	 01	 423	 	 423	 42	 0000001310
100	 01	 423U	 	 423U	 42U	 0000001310
100	 01	 423X	 	 423X	 42X	 0000001320
100	 01	 424	 	 424	 42	 0000001310
100	 01	 424U	 	 424U	 42U	 0000001310
100	 01	 424X	 	 424X	 42X	 0000001320
100	 01	 425	 	 425	 42Q	 0000001310
100	 01	 425X	 	 425X	 42X	 0000001320
100	 01	 426	 	 426	 42Q	 0000001310
100	 01	 426X	 	 426X	 42X	 0000001320
100	 01	 427	 	 427	 42Q	 0000001310
100	 01	 427X	 	 427X	 42X	 0000001320
100	 01	 428	 	 428	 42Q	 0000001310
100	 01	 428X	 	 428X	 42X	 0000001320
100	 01	 429	 	 429	 42Q	 0000001310
100	 01	 429X	 	 429X	 42X	 0000001320
100	 01	 42B	 	 42B	 42Q	 0000001310
100	 01	 42I	 	 42I	 42Q	 0000001310
100	 01	 42M	 	 42M	 42Q	 0000001310
100	 01	 430	 	 430	 43	 0000001610
100	 01	 430X	 	 430X	 43X	 0000001610
100	 01	 431	 	 431	 43	 0000001610
100	 01	 431X	 	 431X	 43X	 0000001610
100	 01	 432	 	 432	 43	 0000001610
100	 01	 432X	 	 432X	 43X	 0000001610
100	 01	 433	 	 433	 43	 0000001610
100	 01	 433X	 	 433X	 43X	 0000001610
100	 01	 434	 	 434	 43	 0000001610
100	 01	 434X	 	 434X	 43X	 0000001610
100	 01	 435	 	 435	 43	 0000001610
100	 01	 435X	 	 435X	 43X	 0000001610
100	 01	 436	 	 436	 43	 0000001610
100	 01	 436X	 	 436X	 43X	 0000001610
100	 01	 437	 	 437	 43	 0000001610
100	 01	 437X	 	 437X	 43X	 0000001610
100	 01	 438	 	 438	 43	 0000001610
100	 01	 438X	 	 438X	 43X	 0000001610
100	 01	 439	 	 439	 43	 0000001610
100	 01	 439X	 	 439X	 43X	 0000001610
100	 01	 43B	 	 43B	 43	 0000001610
100	 01	 43X	 	 43X	 43X	 0000001610
100	 01	 440	 	 440	 44	 0000001110
100	 01	 440M	 	 440M	 44M	 0000001120
100	 01	 441	 	 441	 44	 0000001110
100	 01	 441M	 	 441M	 44M	 0000001120
100	 01	 442	 	 442	 44	 0000001110
100	 01	 442M	 	 442M	 44M	 0000001120
100	 01	 443	 	 443	 44	 0000001110
100	 01	 443M	 	 443M	 44M	 0000001120
100	 01	 444	 	 444	 44	 0000001110
100	 01	 444M	 	 444M	 44M	 0000001120
100	 01	 445	 	 445	 44	 0000001110
100	 01	 445M	 	 445M	 44M	 0000001120
100	 01	 446	 	 446	 44	 0000001110
100	 01	 446M	 	 446M	 44M	 0000001120
100	 01	 447	 	 447	 44	 0000001110
100	 01	 447M	 	 447M	 44M	 0000001120
100	 01	 447P	 	 447P	 44	 0000001110
100	 01	 447Q	 	 447Q	 44	 0000001110
100	 01	 448	 	 448	 44	 0000001110
100	 01	 448M	 	 448M	 44M	 0000001120
100	 01	 44A	 	 44A	 44	 0000001110
100	 01	 44AM	 	 44AM	 44M	 0000001120
100	 01	 44B	 	 44B	 44	 0000001110
100	 01	 44BM	 	 44BM	 44M	 0000001120
100	 01	 44C	 	 44C	 44	 0000001110
100	 01	 44CM	 	 44CM	 44M	 0000001120
100	 01	 44D	 	 44D	 44	 0000001110
100	 01	 44DM	 	 44DM	 44M	 0000001120
100	 01	 44E	 	 44E	 44	 0000001110
