Generated Table for View YAM_MAT1


MANDT	 MATNR	 MTART	 VKORG	 VTWEG	 SPRAS	 MAKTG	 BISMT
100	 000000010001000014	 ZDIP	 IYAA	 11	 D	 REISESTUNDEN	
100	 000000010001000014	 ZDIP	 NNAA	 11	 D	 REISESTUNDEN	
100	 000000010001000014	 ZDIP	 ADEA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 CHAA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 CPRA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 ESAA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 IYAA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 NNAA	 11	 E	 TESTING1	
100	 000000010001000014	 ZDIP	 ADEA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 CHAA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 CPRA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 ESAA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 IYAA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 NNAA	 11	 F	 HEURE DE D?LACEMENT	
100	 000000010001000014	 ZDIP	 ADEA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 CHAA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 CPRA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 ESAA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 IYAA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 NNAA	 11	 N	 REISTIJD	
100	 000000010001000014	 ZDIP	 ADEA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 CHAA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 CPRA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 ESAA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 IYAA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 NNAA	 11	 R	 DIS FOR RU	
100	 000000010001000014	 ZDIP	 ADEA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000014	 ZDIP	 CHAA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000014	 ZDIP	 CPRA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000014	 ZDIP	 ESAA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000014	 ZDIP	 IYAA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000014	 ZDIP	 NNAA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000015	 ZDIP	 ADEA	 11	 D	 REISESPESEN	
100	 000000010001000015	 ZDIP	 CPRA	 11	 D	 REISESPESEN	
100	 000000010001000015	 ZDIP	 ESAA	 11	 D	 REISESPESEN	
100	 000000010001000015	 ZDIP	 IYAA	 11	 D	 REISESPESEN	
100	 000000010001000015	 ZDIP	 NNAA	 11	 D	 REISESPESEN	
100	 000000010001000015	 ZDIP	 ADEA	 11	 E	 TRAVEL ALLOWANCE	
100	 000000010001000015	 ZDIP	 CPRA	 11	 E	 TRAVEL ALLOWANCE	
100	 000000010001000015	 ZDIP	 ESAA	 11	 E	 TRAVEL ALLOWANCE	
100	 000000010001000015	 ZDIP	 IYAA	 11	 E	 TRAVEL ALLOWANCE	
100	 000000010001000015	 ZDIP	 NNAA	 11	 E	 TRAVEL ALLOWANCE	
100	 000000010001000016	 ZDIP	 ADEA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 CHAA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 CPRA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 ESAA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 IYAA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 NNAA	 11	 D	 #BERNACHTUNG	
100	 000000010001000016	 ZDIP	 ADEA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 CHAA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 CPRA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 ESAA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 IYAA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 NNAA	 11	 E	 OVERNIGHT STAY	
100	 000000010001000016	 ZDIP	 ADEA	 11	 S	 PERNOCTACION	
100	 000000010001000016	 ZDIP	 CHAA	 11	 S	 PERNOCTACION	
100	 000000010001000016	 ZDIP	 CPRA	 11	 S	 PERNOCTACION	
100	 000000010001000016	 ZDIP	 ESAA	 11	 S	 PERNOCTACION	
100	 000000010001000016	 ZDIP	 IYAA	 11	 S	 PERNOCTACION	
100	 000000010001000016	 ZDIP	 NNAA	 11	 S	 PERNOCTACION	
100	 000000010001000017	 ZDIP	 ADEA	 11	 D	 ARBEITSSTUNDEN VSD	
100	 000000010001000017	 ZDIP	 ESAA	 11	 D	 ARBEITSSTUNDEN VSD	
100	 000000010001000017	 ZDIP	 IYAA	 11	 D	 ARBEITSSTUNDEN VSD	
100	 000000010001000017	 ZDIP	 ADEA	 11	 E	 LABOUR SITE VSD	
100	 000000010001000017	 ZDIP	 ESAA	 11	 E	 LABOUR SITE VSD	
100	 000000010001000017	 ZDIP	 IYAA	 11	 E	 LABOUR SITE VSD	
100	 000000010001000017	 ZDIP	 ADEA	 11	 S	 HORAS EQUIPOS VSD	
100	 000000010001000017	 ZDIP	 ESAA	 11	 S	 HORAS EQUIPOS VSD	
100	 000000010001000017	 ZDIP	 IYAA	 11	 S	 HORAS EQUIPOS VSD	
100	 000000010001000018	 ZDIP	 ADEA	 11	 D	 ARBEITSVORBEREITUNG VSD	
100	 000000010001000018	 ZDIP	 ESAA	 11	 D	 ARBEITSVORBEREITUNG VSD	
100	 000000010001000018	 ZDIP	 ADEA	 11	 E	 WORK PREPARATION VSD	
100	 000000010001000018	 ZDIP	 ESAA	 11	 E	 WORK PREPARATION VSD	
100	 000000010001000018	 ZDIP	 ADEA	 11	 S	  PREPARACION EQUIPOS VSD	
100	 000000010001000018	 ZDIP	 ESAA	 11	 S	  PREPARACION EQUIPOS VSD	
100	 000000010001000019	 ZDIP	 ADEA	 11	 D	 REISESTUNDEN VSD	
100	 000000010001000019	 ZDIP	 CHAA	 11	 D	 REISESTUNDEN VSD	
100	 000000010001000019	 ZDIP	 ESAA	 11	 D	 REISESTUNDEN VSD	
100	 000000010001000019	 ZDIP	 IYAA	 11	 D	 REISESTUNDEN VSD	
100	 000000010001000019	 ZDIP	 ADEA	 11	 E	 LABOUR TRAVEL VSD	
100	 000000010001000019	 ZDIP	 CHAA	 11	 E	 LABOUR TRAVEL VSD	
100	 000000010001000019	 ZDIP	 ESAA	 11	 E	 LABOUR TRAVEL VSD	
100	 000000010001000019	 ZDIP	 IYAA	 11	 E	 LABOUR TRAVEL VSD	
100	 000000010001000019	 ZDIP	 ADEA	 11	 S	 HORAS VIAJE EQUIPOS VSD	
100	 000000010001000019	 ZDIP	 CHAA	 11	 S	 HORAS VIAJE EQUIPOS VSD	
100	 000000010001000019	 ZDIP	 ESAA	 11	 S	 HORAS VIAJE EQUIPOS VSD	
100	 000000010001000019	 ZDIP	 IYAA	 11	 S	 HORAS VIAJE EQUIPOS VSD	
100	 000000010001000020	 ZDIP	 CPRA	 11	 E	 LABOUR OFFSHORE	
100	 000000010001000020	 ZDIP	 ESAA	 11	 E	 LABOUR OFFSHORE	
100	 000000010001000020	 ZDIP	 NNAA	 11	 E	 LABOUR OFFSHORE	
100	 000000010001000020	 ZDIP	 CPRA	 11	 O	 ARBEIDSTID OFFSHORE	
100	 000000010001000020	 ZDIP	 ESAA	 11	 O	 ARBEIDSTID OFFSHORE	
100	 000000010001000020	 ZDIP	 NNAA	 11	 O	 ARBEIDSTID OFFSHORE	
100	 000000010001000020	 ZDIP	 CPRA	 11	 S	 HORAS EN BARCOS	
100	 000000010001000020	 ZDIP	 ESAA	 11	 S	 HORAS EN BARCOS	
100	 000000010001000020	 ZDIP	 NNAA	 11	 S	 HORAS EN BARCOS	
100	 000000010001000021	 ZDIP	 ESAA	 11	 E	 LABOUR WORKSHOP	
100	 000000010001000021	 ZDIP	 NLAA	 11	 E	 LABOUR WORKSHOP	
100	 000000010001000021	 ZDIP	 NNAA	 11	 E	 LABOUR WORKSHOP	
100	 000000010001000021	 ZDIP	 ESAA	 11	 N	 WERKPLAATS	
100	 000000010001000021	 ZDIP	 NLAA	 11	 N	 WERKPLAATS	
100	 000000010001000021	 ZDIP	 NNAA	 11	 N	 WERKPLAATS	
100	 000000010001000021	 ZDIP	 ESAA	 11	 O	 ARBEIDSTID	
100	 000000010001000021	 ZDIP	 NLAA	 11	 O	 ARBEIDSTID	
100	 000000010001000021	 ZDIP	 NNAA	 11	 O	 ARBEIDSTID	
100	 000000010001000021	 ZDIP	 ESAA	 11	 S	 HORAS TALLER	
100	 000000010001000021	 ZDIP	 NLAA	 11	 S	 HORAS TALLER	
100	 000000010001000021	 ZDIP	 NNAA	 11	 S	 HORAS TALLER	
100	 000000010001000022	 ZDIP	 ESAA	 11	 E	 WAITING TIME HELICOPTER	
100	 000000010001000022	 ZDIP	 NNAA	 11	 E	 WAITING TIME HELICOPTER	
100	 000000010001000022	 ZDIP	 ESAA	 11	 O	 VENTETID HELIKOPTER	
100	 000000010001000022	 ZDIP	 NNAA	 11	 O	 VENTETID HELIKOPTER	
100	 000000010001000022	 ZDIP	 ESAA	 11	 S	 HORAS ESPERA HELICOPTERO	
100	 000000010001000022	 ZDIP	 NNAA	 11	 S	 HORAS ESPERA HELICOPTERO	
100	 000000010001000023	 ZDIP	 CHAA	 11	 E	 TECHNICAL SPECIALIST	
100	 000000010001000023	 ZDIP	 ESAA	 11	 E	 TECHNICAL SPECIALIST	
100	 000000010001000023	 ZDIP	 NLAA	 11	 E	 TECHNICAL SPECIALIST	
100	 000000010001000023	 ZDIP	 NNAA	 11	 E	 TECHNICAL SPECIALIST	
100	 000000010001000023	 ZDIP	 CHAA	 11	 F	 SP#CIALISTE TECHNIQUE	
100	 000000010001000023	 ZDIP	 ESAA	 11	 F	 SP#CIALISTE TECHNIQUE	
100	 000000010001000023	 ZDIP	 NLAA	 11	 F	 SP#CIALISTE TECHNIQUE	
100	 000000010001000023	 ZDIP	 NNAA	 11	 F	 SP#CIALISTE TECHNIQUE	
100	 000000010001000023	 ZDIP	 CHAA	 11	 N	 TECHNISCH SPECIALIST	
100	 000000010001000023	 ZDIP	 ESAA	 11	 N	 TECHNISCH SPECIALIST	
100	 000000010001000023	 ZDIP	 NLAA	 11	 N	 TECHNISCH SPECIALIST	
100	 000000010001000023	 ZDIP	 NNAA	 11	 N	 TECHNISCH SPECIALIST	
100	 000000010001000023	 ZDIP	 CHAA	 11	 O	 ARBEIDSTID INGENI#R	
100	 000000010001000023	 ZDIP	 ESAA	 11	 O	 ARBEIDSTID INGENI#R	
100	 000000010001000023	 ZDIP	 NLAA	 11	 O	 ARBEIDSTID INGENI#R	
100	 000000010001000023	 ZDIP	 NNAA	 11	 O	 ARBEIDSTID INGENI#R	
100	 000000010001000023	 ZDIP	 CHAA	 11	 S	 HORASTECNICO ESPECIALISTA	
100	 000000010001000023	 ZDIP	 ESAA	 11	 S	 HORASTECNICO ESPECIALISTA	
100	 000000010001000023	 ZDIP	 NLAA	 11	 S	 HORASTECNICO ESPECIALISTA	
100	 000000010001000023	 ZDIP	 NNAA	 11	 S	 HORASTECNICO ESPECIALISTA	
100	 000000010001000024	 ZDIP	 BGAA	 11	 E	 EXPENSES AND LODGING	
100	 000000010001000024	 ZDIP	 ESAA	 11	 E	 EXPENSES AND LODGING	
100	 000000010001000024	 ZDIP	 NNAA	 11	 E	 EXPENSES AND LODGING	
100	 000000010001000024	 ZDIP	 BGAA	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000024	 ZDIP	 ESAA	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000024	 ZDIP	 NNAA	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000024	 ZDIP	 BGAA	 11	 N	 OVERNACHTING	
100	 000000010001000024	 ZDIP	 ESAA	 11	 N	 OVERNACHTING	
100	 000000010001000024	 ZDIP	 NNAA	 11	 N	 OVERNACHTING	
100	 000000010001000024	 ZDIP	 BGAA	 11	 O	 DIETT	
100	 000000010001000024	 ZDIP	 ESAA	 11	 O	 DIETT	
100	 000000010001000024	 ZDIP	 NNAA	 11	 O	 DIETT	
100	 000000010001000024	 ZDIP	 BGAA	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000024	 ZDIP	 ESAA	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000024	 ZDIP	 NNAA	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000025	 ZDIP	 BGAA	 11	 E	 PROCESS AND MEASUREMENT SPECIALIST	
