Branch Office Storage Location Assigment Table


MANDT	 WERKS	 ARBPL	 LGORT	 ZZLGRET	 ZZRECON
100	 ADEA	 D_30_306	 2306	 2306	 X
100	 ADEA	 D_30_307	 2307	 2307	 X
100	 ADEA	 D_30_308	 2308	 2308	 X
100	 ADEA	 D_30_309	 2309	 2309	 X
100	 ADEA	 D_30_310	 2310	 2310	 X
100	 ADEA	 D_30_311	 2311	 2311	 X
100	 ADEA	 D_30_312	 2312	 2312	 X
100	 ADEA	 D_30_313	 2313	 2313	 X
100	 ADEA	 D_30_314	 2314	 2314	 X
100	 ADEA	 D_30_315	 2315	 2315	 X
100	 ADEA	 D_30_316	 2316	 2316	 X
100	 ADEA	 D_30_317	 2317	 2317	 X
100	 ADEA	 D_30_318	 2318	 2318	 X
100	 ADEA	 D_30_319	 2319	 2319	 X
100	 ADEA	 D_30_320	 2320	 2320	 X
100	 ADEA	 D_30_321	 2321	 2321	 X
100	 ADEA	 D_30_322	 2322	 2322	 X
100	 ADEA	 D_30_323	 2323	 2323	 X
100	 ADEA	 D_30_324	 2324	 2324	 X
100	 ADEA	 D_30_325	 2325	 2325	 X
100	 ADEA	 D_30_326	 2326	 2326	 X
100	 ADEA	 D_30_327	 2327	 2327	 X
100	 ADEA	 D_30_328	 2328	 2328	 X
100	 ADEA	 D_30_329	 2329	 2329	 X
100	 ADEA	 D_30_330	 2330	 2330	 X
100	 ADEA	 D_30_999	 3999	 3999	 X
100	 ADEA	 D_30_SUB	 0300	 0300	 X
100	 ADEA	 D_40	 0400	 0400	 X
100	 ADEA	 D_40_401	 2401	 2401	 X
100	 ADEA	 D_40_402	 2402	 2402	 X
100	 ADEA	 D_40_403	 2403	 2403	 X
100	 ADEA	 D_40_404	 2404	 2404	 X
100	 ADEA	 D_40_405	 2405	 2405	 X
100	 ADEA	 D_40_406	 2406	 2406	 X
100	 ADEA	 D_40_407	 2407	 2407	 X
100	 ADEA	 D_40_408	 2408	 2408	 X
100	 ADEA	 D_40_409	 2409	 2409	 X
100	 ADEA	 D_40_410	 2410	 2410	 X
100	 ADEA	 D_40_411	 2411	 2411	 X
100	 ADEA	 D_40_412	 2412	 2412	 X
100	 ADEA	 D_40_413	 2413	 2413	 X
100	 ADEA	 D_40_414	 2414	 2414	 X
100	 ADEA	 D_40_415	 2415	 2415	 X
100	 ADEA	 D_40_416	 2416	 2416	 X
100	 ADEA	 D_40_417	 2417	 2417	 X
100	 ADEA	 D_40_999	 4999	 4999	 X
100	 ADEA	 D_40_SUB	 0400	 0400	 X
100	 ADEA	 D_50	 0500	 0500	 X
100	 ADEA	 D_50_501	 2501	 2501	 X
100	 ADEA	 D_50_502	 2502	 2502	 X
100	 ADEA	 D_50_503	 2503	 2503	 X
100	 ADEA	 D_50_504	 2504	 2504	 X
100	 ADEA	 D_50_505	 2505	 2505	 X
100	 ADEA	 D_50_506	 2506	 2506	 X
100	 ADEA	 D_50_507	 2507	 2507	 X
100	 ADEA	 D_50_508	 2508	 2508	 X
100	 ADEA	 D_50_509	 2509	 2509	 X
100	 ADEA	 D_50_510	 2510	 2510	 X
100	 ADEA	 D_50_511	 2511	 2511	 X
100	 ADEA	 D_50_512	 2512	 2512	 X
100	 ADEA	 D_50_513	 2513	 2513	 X
100	 ADEA	 D_50_514	 2514	 2514	 X
100	 ADEA	 D_50_515	 2515	 2515	 X
100	 ADEA	 D_50_516	 2516	 2516	 X
100	 ADEA	 D_50_517	 2517	 2517	 X
100	 ADEA	 D_50_518	 2518	 2518	 X
100	 ADEA	 D_50_519	 2519	 2519	 X
100	 ADEA	 D_50_520	 2520	 2520	 X
100	 ADEA	 D_50_521	 2521	 2521	 X
100	 ADEA	 D_50_522	 2522	 2522	 X
100	 ADEA	 D_50_523	 2523	 2523	 X
100	 ADEA	 D_50_524	 2524	 2524	 X
100	 ADEA	 D_50_999	 5999	 5999	 X
100	 ADEA	 D_50_SUB	 0500	 0500	 X
100	 ADEA	 D_60	 0600	 0600	 X
100	 ADEA	 D_60_600	 2600	 2600	 X
100	 ADEA	 D_60_601	 2601	 2601	 X
100	 ADEA	 D_70	 0700	 0700	 X
100	 ADEA	 D_70_701	 2701	 2701	 X
100	 ADEA	 D_70_702	 2702	 2702	 X
100	 ADEA	 D_70_703	 2703	 2703	 X
100	 ADEA	 D_70_704	 2704	 2704	 X
100	 ADEA	 D_70_705	 2705	 2705	 X
100	 ADEA	 D_70_706	 2706	 2706	 X
100	 ADEA	 D_70_707	 2707	 2707	 X
100	 ADEA	 D_70_708	 2708	 2708	 X
100	 ADEA	 D_70_709	 2709	 2709	 X
100	 ADEA	 D_70_710	 2710	 2710	 X
100	 ADEA	 D_70_711	 2711	 2711	 X
100	 ADEA	 D_70_712	 2712	 2712	 X
100	 ADEA	 D_80_801	 0200	 0200	 X
100	 ADEA	 D_80_802	 0200	 0200	 X
100	 ADEA	 D_80_803	 0200	 0200	 X
100	 ADEA	 D_80_804	 0200	 0200	 X
100	 ADEA	 D_80_805	 0200	 0200	 X
100	 ADEA	 D_80_806	 2806	 2806	 X
100	 ADEA	 D_80_807	 0200	 0200	 X
100	 ADEA	 D_99_901	 2901	 0100	 X
100	 ADEA	 D_99_902	 2902	 0100	 X
100	 ADEA	 D_99_903	 2903	 0100	 X
100	 AFRA	 F_01	 0100	 0100	 X
100	 AFRA	 F_01_104	 2104	 2104	 X
100	 AFRA	 F_01_110	 2110	 2110	 X
100	 AFRA	 F_01_112	 2112	 2112	 X
100	 AFRA	 F_01_117	 2117	 2117	 X
100	 AFRA	 F_01_118	 2118	 2118	 X
100	 AFRA	 F_01_119	 2119	 2119	 X
100	 AFRA	 F_01_120	 2120	 2120	 X
100	 AFRA	 F_01_126	 2126	 2126	 X
100	 AFRA	 F_01_127	 2127	 2127	 X
100	 AFRA	 F_01_129	 2129	 2129	 X
100	 AFRA	 F_01_130	 2130	 2130	 X
100	 AFRA	 F_01_132	 2132	 2132	 X
100	 AFRA	 F_01_133	 2133	 2133	 X
100	 AFRA	 F_01_134	 2134	 2134	 X
100	 AFRA	 F_01_135	 2135	 2135	 X
100	 AFRA	 F_01_136	 2136	 2136	 X
100	 AFRA	 F_01_137	 2137	 2137	 X
100	 AFRA	 F_01_138	 2138	 2138	 X
100	 AFRA	 F_01_139	 2139	 2139	 X
100	 AFRA	 F_01_140	 2140	 2140	 X
100	 AFRA	 F_01_141	 2141	 2141	 X
100	 AFRA	 F_01_142	 2142	 2142	 X
100	 AFRA	 F_01_143	 2143	 2143	 X
100	 AFRA	 F_01_144	 2144	 2144	 X
100	 AFRA	 F_01_145	 2145	 2145	 X
100	 AFRA	 F_01_146	 2146	 2146	 X
100	 AFRA	 F_01_147	 2147	 2147	 X
100	 AFRA	 F_01_148	 2148	 2148	 X
100	 AFRA	 F_01_SUB	 0100	 0100	 X
100	 AFRA	 F_02	 0200	 0200	 X
100	 AFRA	 F_02_201	 2201	 2201	 X
100	 AFRA	 F_02_202	 2202	 2202	 X
100	 AFRA	 F_02_203	 2203	 2203	 X
100	 AFRA	 F_02_204	 2204	 2204	 X
100	 AFRA	 F_02_206	 2206	 2206	 X
100	 AFRA	 F_02_207	 2207	 2207	 X
100	 AFRA	 F_02_209	 2209	 2209	 X
100	 AFRA	 F_02_210	 2210	 2210	 X
100	 AFRA	 F_02_211	 2211	 2211	 X
100	 AFRA	 F_02_215	 2215	 2215	 X
100	 AFRA	 F_02_216	 2216	 2216	 X
100	 AFRA	 F_02_217	 2217	 2217	 X
100	 AFRA	 F_02_218	 2218	 2218	 X
100	 AFRA	 F_02_219	 2219	 2219	 X
100	 AFRA	 F_02_220	 2220	 2220	 X
100	 AFRA	 F_02_221	 2221	 2221	 X
100	 AFRA	 F_02_222	 2222	 2222	 X
100	 AFRA	 F_02_223	 2223	 2223	 X
100	 AFRA	 F_02_224	 2224	 2224	 X
100	 AFRA	 F_02_225	 2225	 2225	 X
100	 AFRA	 F_02_226	 2226	 2226	 X
100	 AFRA	 F_02_228	 2228	 2228	 X
100	 AFRA	 F_02_229	 2229	 2229	 X
100	 AFRA	 F_02_SUB	 0200	 0200	 X
100	 AFRA	 F_03	 0300	 0300	 X
100	 AFRA	 F_03_301	 2301	 2301	 X
100	 AFRA	 F_03_303	 2303	 2303	 X
100	 AFRA	 F_03_304	 2304	 2304	 X
100	 AFRA	 F_03_305	 2305	 2305	 X
100	 AFRA	 F_03_306	 2306	 2306	 X
100	 AFRA	 F_03_309	 2309	 2309	 X
100	 AFRA	 F_03_310	 2310	 2310	 X
100	 AFRA	 F_03_313	 2313	 2313	 X
100	 AFRA	 F_03_314	 2314	 2314	 X
100	 AFRA	 F_03_315	 2315	 2315	 X
100	 AFRA	 F_03_316	 2316	 2316	 X
100	 AFRA	 F_03_317	 2317	 2317	 X
100	 AFRA	 F_03_318	 2318	 2318	 X
100	 AFRA	 F_03_320	 2320	 2320	 X
100	 AFRA	 F_03_321	 2321	 2321	 X
100	 AFRA	 F_03_322	 2322	 2322	 X
100	 AFRA	 F_03_323	 2323	 2323	 X
100	 AFRA	 F_03_324	 2324	 2324	 X
100	 AFRA	 F_03_325	 2325	 2325	 X
100	 AFRA	 F_03_SUB	 0300	 0300	 X
100	 AFRA	 F_04	 0400	 0400	 X
100	 AFRA	 F_04_401	 2401	 2401	 X
100	 AFRA	 F_04_402	 2402	 2402	 X
100	 AFRA	 F_04_403	 2403	 2403	 X
100	 AFRA	 F_04_404	 2404	 2404	 X
100	 AFRA	 F_04_406	 2406	 2406	 X
100	 AFRA	 F_04_407	 2407	 2407	 X
100	 AFRA	 F_04_410	 2410	 2410	 X
100	 AFRA	 F_04_411	 2411	 2411	 X
100	 AFRA	 F_04_412	 2412	 2412	 X
100	 AFRA	 F_04_413	 2413	 2413	 X
100	 AFRA	 F_04_414	 2414	 2414	 X
100	 AFRA	 F_04_415	 2415	 2415	 X
100	 AFRA	 F_04_416	 2016	 2016	 X
100	 AFRA	 F_04_417	 2417	 2417	 X
100	 AFRA	 F_04_418	 2418	 2418	 X
100	 AFRA	 F_04_SUB	 0400	 0400	 X
100	 AFRA	 F_05	 0500	 0500	 X
100	 AFRA	 F_05_502	 2502	 2502	 X
100	 AFRA	 F_05_503	 2503	 2503	 X
100	 AFRA	 F_05_504	 2504	 2504	 X
100	 AFRA	 F_05_505	 2505	 2505	 X
100	 AFRA	 F_05_506	 2506	 2506	 X
100	 AFRA	 F_05_508	 2508	 2508	 X
100	 AFRA	 F_05_509	 2509	 2509	 X
100	 AFRA	 F_05_510	 2510	 2510	 X
100	 AFRA	 F_05_511	 2511	 2511	 X
100	 AFRA	 F_05_513	 2513	 2513	 X
100	 AFRA	 F_05_515	 2515	 2515	 X
100	 AFRA	 F_05_516	 2516	 2516	 X
100	 AFRA	 F_05_517	 2517	 2517	 X
100	 AFRA	 F_05_518	 2518	 2518	 X
100	 AFRA	 F_05_519	 2519	 2519	 X
100	 AFRA	 F_05_520	 2520	 2520	 X
100	 AFRA	 F_05_521	 2521	 2521	 X
100	 AFRA	 F_05_522	 2522	 2522	 X
100	 AFRA	 F_05_523	 2523	 2523	 X
100	 AFRA	 F_05_524	 2524	 2524	 X
100	 AFRA	 F_05_525	 2525	 2525	 X
100	 AFRA	 F_05_526	 2526	 2526	 X
100	 AFRA	 F_05_527	 2527	 2527	 X
100	 AFRA	 F_05_528	 2528	 2528	 X
100	 AFRA	 F_05_SUB	 0500	 0500	 X
100	 AFRA	 F_06	 0600	 0600	 X
100	 AFRA	 F_06_602	 2602	 2602	 X
100	 AFRA	 F_06_604	 2604	 2604	 X
100	 AFRA	 F_06_605	 2605	 2605	 X
100	 AFRA	 F_06_606	 2606	 2606	 X
100	 AFRA	 F_06_607	 2607	 2607	 X
100	 AFRA	 F_06_608	 2608	 2608	 X
100	 AFRA	 F_06_609	 2609	 2609	 X
100	 AFRA	 F_06_610	 2610	 2610	 X
100	 AFRA	 F_06_612	 2612	 2612	 X
100	 AFRA	 F_06_613	 2613	 2613	 X
100	 AFRA	 F_06_614	 2614	 2614	 X
100	 AFRA	 F_06_615	 2615	 2615	 X
100	 AFRA	 F_06_616	 2616	 2616	 X
100	 AFRA	 F_06_SUB	 0600	 0600	 X
100	 AFRA	 F_07	 0700	 0700	 X
100	 AFRA	 F_07_701	 2701	 2701	 X
100	 AFRA	 F_07_702	 2702	 2702	 X
100	 AFRA	 F_07_703	 2703	 2703	 X
100	 AFRA	 F_07_705	 2705	 2705	 X
100	 AFRA	 F_07_707	 2707	 2707	 X
100	 AFRA	 F_07_709	 2709	 2709	 X
100	 AFRA	 F_07_710	 2409	 2409	 X
100	 AFRA	 F_07_710	 2710	 2710	 X
100	 AFRA	 F_07_712	 2712	 2712	 X
100	 AFRA	 F_07_713	 2713	 2713	 X
100	 AFRA	 F_07_715	 2715	 2715	 X
100	 AFRA	 F_07_716	 2716	 2716	 X
100	 AFRA	 F_07_717	 2717	 2717	 X
100	 AFRA	 F_07_718	 2718	 2718	 X
100	 AFRA	 F_07_719	 2719	 2719	 X
100	 AFRA	 F_07_720	 2720	 2720	 X
100	 AFRA	 F_07_721	 2721	 2721	 X
100	 AFRA	 F_07_722	 2722	 2722	 X
100	 AFRA	 F_07_723	 2723	 2723	 X
100	 AFRA	 F_07_724	 2724	 2724	 X
100	 AFRA	 F_07_725	 2725	 2725	 X
100	 AFRA	 F_07_726	 2726	 2726	 X
100	 AFRA	 F_07_SUB	 0700	 0700	 X
100	 AFRA	 F_08	 0800	 0800	 X
100	 AFRA	 F_08_809	 2809	 2809	 X
100	 AFRA	 F_08_810	 2810	 2810	
100	 AFRA	 F_08_811	 2811	 2811	
100	 AFRA	 F_08_812	 2812	 2812	
100	 AFRA	 F_08_813	 2813	 2813	
100	 AFRA	 F_08_814	 2814	 2814	
100	 AFRA	 F_08_815	 2815	 2815	
100	 AFRA	 F_08_816	 2816	 2816	
100	 AFRA	 F_08_817	 2817	 2817	
100	 AFRA	 F_08_818	 2818	 2818	
100	 AFRA	 F_08_819	 2819	 2819	
100	 AFRA	 F_08_820	 2820	 2820	 X
100	 AFRA	 F_08_821	 2821	 2821	 X
100	 AFRA	 F_08_SUB	 0800	 0800	 X
100	 AFRA	 F_09	 0900	 0900	 X
100	 AFRA	 F_09_901	 2901	 2901	 X
100	 AFRA	 F_09_903	 2903	 2903	 X
100	 AFRA	 F_09_904	 2904	 2904	 X
100	 AFRA	 F_09_905	 2905	 2905	 X
100	 AFRA	 F_09_906	 2906	 2906	 X
100	 AFRA	 F_09_907	 2907	 2907	 X
100	 AFRA	 F_09_908	 2908	 2908	 X
100	 AFRA	 F_09_909	 2909	 2909	 X
100	 AFRA	 F_09_SUB	 0900	 0900	 X
100	 AFRA	 F_10	 1000	 1000	 X
100	 AFRA	 F_10_102	 2122	 2122	 X
100	 AFRA	 F_10_103	 2123	 2123	 X
100	 AFRA	 F_10_105	 2125	 2125	 X
100	 AFRA	 F_10_106	 2A06	 2A06	 X
100	 AFRA	 F_10_107	 2A07	 2A07	 X
100	 AFRA	 F_10_108	 2A08	 2A08	 X
100	 AFRA	 F_10_109	 2A09	 2A09	 X
100	 AFRA	 F_10_110	 2A10	 2A10	 X
100	 AFRA	 F_10_SUB	 1000	 1000	 X
100	 AFRA	 F_11	 1100	 1100	 X
100	 AFRA	 F_11_111	 2911	 2911	 X
100	 AFRA	 F_11_112	 2912	 2912	 X
100	 AFRA	 F_11_113	 2913	 2913	 X
100	 AFRA	 F_11_114	 2914	 2914	 X
100	 AFRA	 F_11_115	 2915	 2915	 X
100	 AFRA	 F_11_AEX	 1100	 1100	 X
100	 AFRA	 F_11_DST	 1100	 1100	 X
100	 AFRA	 F_11_SUB	 1100	 1100	 X
100	 AFRA	 F_12	 1200	 1200	 X
100	 AFRA	 F_12_121	 2131	 2131	 X
100	 AFRA	 F_12_122	 2107	 2107	 X
100	 AFRA	 F_12_123	 2115	 2115	 X
100	 AFRA	 F_12_124	 2116	 2116	 X
100	 AFRA	 F_12_125	 2C05	 2C05	
100	 AFRA	 F_12_126	 2C06	 2C06	
100	 AFRA	 F_12_127	 2C07	 2C07	
100	 AFRA	 F_12_128	 2C08	 2C08	
100	 AFRA	 F_12_129	 2C09	 2C09	
100	 AFRA	 F_12_130	 2C10	 2C10	
100	 AFRA	 F_12_131	 2C11	 2C11	
100	 AFRA	 F_12_132	 2C12	 2C12	
100	 AFRA	 F_12_133	 2C13	 2C13	
100	 AFRA	 F_12_134	 2C14	 2C14	
100	 AFRA	 F_12_135	 2C15	 2C15	
100	 AFRA	 F_12_136	 2C16	 2C16	
100	 AFRA	 F_30_300	 2D01	 2D01	
100	 BGAA	 BE01	 0100	 0100	
100	 BGAA	 BE010101	 2101	 2101	 X
100	 BGAA	 BE010102	 2102	 2102	 X
100	 BGAA	 BE010103	 2103	 2103	 X
100	 BGAA	 BE010104	 2104	 2104	 X
100	 BGAA	 BE010105	 2105	 2105	 X
100	 BGAA	 BE010106	 2106	 2106	 X
100	 BGAA	 BE010107	 2107	 2107	 X
100	 BGAA	 BE010108	 2108	 2108	 X
100	 BGAA	 BE010109	 2109	 2109	 X
100	 BGAA	 BE010110	 2110	 2110	 X
100	 BGAA	 BE010111	 2111	 2111	 X
100	 BGAA	 BE010112	 2112	 2112	 X
100	 BGAA	 BE010113	 2113	 2113	 X
100	 BGAA	 BE010114	 2114	 2114	 X
100	 BGAA	 BE010115	 2115	 2115	 X
100	 BGAA	 BE010116	 2116	 2116	 X
100	 BGAA	 BE010117	 2117	 2117	 X
100	 BGAA	 BE010118	 2118	 2118	 X
100	 BGAA	 BE02	 0200	 0200	
100	 BGAA	 BE020201	 2201	 2201	 X
100	 BGAA	 BE020202	 2202	 2202	 X
100	 BGAA	 BE020203	 2203	 2203	 X
100	 BGAA	 BE020204	 2204	 2204	 X
100	 BGAA	 BE020205	 2205	 2205	 X
100	 BGAA	 BE020206	 2206	 2206	 X
100	 BGAA	 BE020207	 2207	 2207	 X
100	 BGAA	 BE020208	 2208	 2208	 X
100	 BGAA	 BE020209	 2209	 2209	 X
100	 BGAA	 BE020210	 2210	 2210	 X
100	 BGAA	 BE020211	 2211	 2211	 X
100	 BGAA	 BE020212	 2212	 2212	 X
100	 BGAA	 BE020213	 2213	 2213	 X
100	 BGAA	 BE020214	 2214	 2214	 X
100	 BGAA	 BE020215	 2215	 2215	 X
100	 BGAA	 BE020216	 2216	 2216	 X
100	 BGAA	 BE020217	 2217	 2217	 X
100	 BGAA	 BE020218	 2218	 2218	 X
100	 BGAA	 BE020219	 2219	 2219	 X
100	 BGAA	 BE020220	 2220	 2220	 X
100	 BGAA	 BE03	 0300	 0300	
100	 BGAA	 BE030301	 2301	 2301	 X
100	 BGAA	 BE030302	 2302	 2302	 X
100	 BGAA	 BE030303	 2303	 2303	 X
100	 BGAA	 BE030304	 2304	 2304	 X
100	 BGAA	 BE030305	 2305	 2305	 X
100	 BGAA	 BE030306	 2306	 2306	 X
100	 BGAA	 BE030307	 2307	 2307	 X
100	 BGAA	 BE030308	 2308	 2308	 X
100	 BGAA	 BE030309	 2309	 2309	 X
100	 BGAA	 BE030310	 2310	 2310	 X
100	 BGAA	 BE030311	 2311	 2311	 X
100	 BGAA	 BE030312	 2312	 2312	 X
100	 BGAA	 BE030313	 2313	 2313	 X
100	 BGAA	 BE030314	 2314	 2314	 X
100	 BGAA	 BE030315	 2315	 2315	 X
100	 BGAA	 BE030316	 2316	 2316	 X
100	 BGAA	 BE030317	 2317	 2317	 X
100	 BGAA	 BE030318	 2318	 2318	 X
100	 BGAA	 BE04	 0400	 0400	
100	 BGAA	 BE040401	 2401	 2401	 X
100	 BGAA	 BE040402	 2402	 2402	 X
100	 BGAA	 BE040403	 2403	 2403	 X
100	 BGAA	 BE040404	 2404	 2404	 X
100	 BGAA	 BE040405	 2405	 2405	 X
100	 BGAA	 BE040406	 2406	 2406	 X
100	 BGAA	 BE040407	 2407	 2407	 X
100	 BGAA	 BE040408	 2408	 2408	 X
100	 BGAA	 BE040409	 2409	 2409	 X
100	 BGAA	 BE040410	 2410	 2410	 X
100	 BGAA	 BE040411	 2411	 2411	 X
100	 BGAA	 BE040412	 2412	 2412	 X
100	 BGAA	 BE040413	 2413	 2413	 X
100	 BGAA	 BE040414	 2414	 2414	 X
100	 BGAA	 BE040415	 2415	 2415	 X
100	 BGAA	 BE040416	 2416	 2416	 X
100	 BGAA	 BE040417	 2417	 2417	 X
100	 BGAA	 BE05	 0500	 0500	
100	 BGAA	 BE050501	 2501	 2501	 X
100	 BGAA	 BE050502	 2502	 2502	 X
100	 BGAA	 BE050503	 2503	 2503	 X
100	 BGAA	 BE050504	 2504	 2504	 X
100	 BGAA	 BE050505	 2505	 2505	 X
100	 BGAA	 BE050506	 2506	 2506	 X
100	 BGAA	 BE050507	 2507	 2507	 X
100	 BGAA	 BE050508	 2508	 2508	 X
100	 BGAA	 BE050509	 2509	 2509	 X
100	 BGAA	 BE050510	 2510	 2510	 X
100	 BGAA	 BE050511	 2511	 2511	 X
100	 BGAA	 BE050512	 2512	 2512	 X
100	 BGAA	 BE050513	 2513	 2513	 X
100	 BGAA	 BE050514	 2514	 2514	 X
100	 BGAA	 BE050515	 2515	 2515	 X
100	 BGAA	 BE050516	 2516	 2516	 X
100	 BGAA	 BE050517	 2517	 2517	 X
100	 BGAA	 BE08	 0800	 0800	
100	 BGAA	 BE080801	 2801	 2801	 X
100	 BGAA	 BE080802	 2802	 2802	 X
100	 BGAA	 BE080803	 2803	 2803	 X
100	 BGAA	 BE080804	 2804	 2804	 X
100	 BGAA	 BE080805	 2805	 2805	 X
100	 BGAA	 BE080806	 2806	 2806	 X
100	 BGAA	 BE080807	 2807	 2807	 X
100	 BGAA	 BE080808	 2808	 2808	 X
100	 BGAA	 BE080809	 2809	 2809	 X
100	 BGAA	 BE080810	 2810	 2810	 X
100	 BGAA	 BE080811	 2811	 2811	 X
100	 BGAA	 BE080812	 2812	 2812	 X
100	 BGAA	 BE080813	 2813	 2813	 X
100	 BGAA	 BE080814	 2814	 2814	 X
100	 BGAA	 BE080815	 2815	 2815	 X
100	 BGAA	 BE080816	 2816	 2816	 X
100	 BGAA	 BE080817	 2817	 2817	 X
100	 BGAA	 BE080818	 2818	 2818	 X
100	 BGAA	 BE080819	 2819	 2819	 X
100	 BGAA	 BE080820	 2820	 2820	 X
100	 BGAA	 BE080821	 2821	 2821	 X
100	 BGAA	 BE080822	 2822	 2822	 X
100	 BGAA	 BE080823	 2823	 2823	 X
100	 BGAA	 BE080824	 2824	 2824	 X
100	 BGAA	 BE080825	 2825	 2825	 X
100	 BGAA	 BE080826	 2826	 2826	 X
100	 BGAA	 BE080827	 2827	 2827	 X
100	 BGAA	 BE080828	 2828	 2828	 X
100	 BGAA	 BE080829	 2829	 2829	 X
100	 BGAA	 BE080830	 2830	 2830	 X
100	 BGAA	 BE09	 0900	 0900	
100	 BGAA	 BE090901	 2901	 2901	 X
100	 BGAA	 BE090902	 2902	 2902	 X
100	 BGAA	 BE090903	 2903	 2903	 X
100	 BGAA	 BE090904	 2904	 2904	 X
100	 BGAA	 BE090905	 2905	 2905	 X
100	 BGAA	 BE090906	 2906	 2906	 X
100	 BGAA	 BE090907	 2907	 2907	 X
100	 BGAA	 BE090908	 2908	 2908	 X
100	 CHAA	 CH01	 0100	 0100	
100	 CHAA	 CH010101	 2101	 2101	 X
100	 CHAA	 CH010102	 2102	 2102	 X
