"YAM_BILLING_DUE_LIST","N/A","  698","  437","  261","37 %","AM: Item billing due list",
"[Totle]"," ","  698","  437","  261","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_BP_DELFLAG","N/A","  409","  300","  109","27 %","Partner Function data update",
"[Totle]"," ","  409","  300","  109","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_BUG_EQ_STAT_CHGNR","N/A","  208","  130","   78","38 %","Update CHGNR JEST/JCDS Where '999'",
"[Totle]"," ","  208","  130","   78","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_BUG_EQ_STAT_OVRVW","N/A","  251","  159","   92","37 %","Overviewlist differences JEST/JCDS",
"[Totle]"," ","  251","  159","   92","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_BUG_EQ_STAT_UPDATE","N/A","  329","  219","  110","33 %","Update differences JEST/JCDS",
"[Totle]"," ","  329","  219","  110","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHANGE_DESCR_MEAS_POINTS","N/A","  252","  112","  140","56 %","AM: Change description measuring points",
"[Totle]"," ","  252","  112","  140","56 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHANGE_EQUI_FLOC","N/A","  374","  176","  198","53 %","",
"[Totle]"," ","  374","  176","  198","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHANGE_MATERIALTYPE","N/A","  104","   50","   54","52 %","AM: Change materialtype",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: Change materialtype",
"[Totle]"," ","  360","  234","  126","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHANGE_MATERIAL_STATUS","N/A","  626","  432","  194","31 %","AM: Update Material status from MARA to MARC",
"[Totle]"," ","  626","  432","  194","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHANGE_STAT_ORAS_IN_NOTIF","N/A","  101","   50","   51","50 %","AM: Reset status ORAS on notifications",
"[Totle]"," ","  101","   50","   51","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHECK_CONTRACT_DATES","N/A","  835","  552","  283","34 %","AM: Check Contract Dates",
"[Totle]"," ","  835","  552","  283","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CHECK_CONTR_MP","N/A","  242","  138","  104","43 %","AM: Contracts - Maintenance Plans Overview",
"YAM_CHECK_CONTR_MP_F01","N/A","  510","  380","  130","25 %","Include YAM_CHECK_CONTR_MP_F01",
"YAM_CHECK_CONTR_MP_F02","N/A","  101","   57","   44","44 %","Include YAM_CHECK_CONTR_MP_F02",
"YAM_CHECK_CONTR_MP_F03","N/A","   74","   46","   28","38 %","Include YAM_CHECK_CONTR_MP_F03",
"[Totle]"," ","  927","  621","  306","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CLEANUP_INTNOTE","N/A","  189","  128","   61","32 %","AM: Clean-up internal note on equipment",
"[Totle]"," ","  189","  128","   61","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CLOSE_NOTIF","N/A","  140","   77","   63","45 %","AM: Close notifications",
"[Totle]"," ","  140","   77","   63","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CLOSE_NOTIFS_FOR_ORDER","N/A","  283","  186","   97","34 %","AM: Close notifications for S.O. with status TECO/CLSD",
"[Totle]"," ","  283","  186","   97","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CLOSE_QUOT","N/A","1,243","  837","  406","33 %","Close Non Accepted Quotations",
"[Totle]"," ","1,243","  837","  406","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_COMMISSION","N/A","  901","  585","  316","35 %","AM: Commission report",
"[Totle]"," ","  901","  585","  316","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_COMMON_ROUTINES","N/A","  767","  444","  323","42 %","AM: Common routines for ABAP programs",
"[Totle]"," ","  767","  444","  323","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_COMPARE_PLANNED_ACTUALS","N/A","1,422","  961","  461","32 %","Planned - Actual Hours",
"[Totle]"," ","1,422","  961","  461","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CONF_UPDATE_ORIGF","N/A","  138","   66","   72","52 %","AM: Scorecards - update 'ORIGF'",
"[Totle]"," ","  138","   66","   72","52 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CONTRACT_GP","N/A","1,418","  977","  441","31 %","Report for the contract life for cost, revenue and GP",
"[Totle]"," ","1,418","  977","  441","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CONTRACT_PROFITABILITY","N/A","  714","  448","  266","37 %","AM: Contract Profitability",
"[Totle]"," ","  714","  448","  266","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CONTRACT_STATUS_CHANGE","N/A","  165","  100","   65","39 %","",
"[Totle]"," ","  165","  100","   65","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_COPA_CALLBACK_WE02","N/A","   59","   21","   38","64 %","AM: COPA Callback Routine for COPA Messages Calling BD87",
"[Totle]"," ","   59","   21","   38","64 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORRECT_LOGSYS","N/A","   95","   57","   38","40 %","DESACTIVATED -  Correct Logical System -> use BDLS instead !",
"[Totle]"," ","   95","   57","   38","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_AFVC_ARBID_FIELDS","N/A","   82","   35","   47","57 %","OSS838264: Correction of AUFK-IDAT2 and AUFK-IDAT3",
"[Totle]"," ","   82","   35","   47","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_AFVC_GBAA","N/A","  262","  170","   92","35 %","Correction ARBID",
"[Totle]"," ","  262","  170","   92","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_AFVC_WC","N/A","  294","  157","  137","47 %","Replace workcenterZC03 with branch WC",
"[Totle]"," ","  294","  157","  137","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_AUFK_DATEFIELDS","N/A","  155","  108","   47","30 %","OSS838264: Correction of AUFK-IDAT2 and AUFK-IDAT3",
"[Totle]"," ","  155","  108","   47","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_CE11000_RECORDS","N/A","  108","   61","   47","44 %","AM:CR296 Correct  CE11000-kaufn and CE11000-kdpos for histor",
"[Totle]"," ","  108","   61","   47","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_CONF_CO","N/A","   93","   43","   50","54 %","CTAM: Correction program YAM_CONF_CO",
"[Totle]"," ","   93","   43","   50","54 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_FINAL_CF","N/A","  343","  223","  120","35 %","Set TECO",
"[Totle]"," ","  343","  223","  120","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_MARC","N/A","  325","  208","  117","36 %","CTAM: Correction in MARC (LADGR + EKGRP) - Desactivated!",
"[Totle]"," ","  325","  208","  117","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_MARC_LGFSB","N/A","  299","  187","  112","37 %","CTAM:CR248:  Correction in MARC (LGFSB = 1000) - one-time ru",
"[Totle]"," ","  299","  187","  112","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_OPERATIONS","N/A","  154","  104","   50","32 %","Correction ARBID",
"[Totle]"," ","  154","  104","   50","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CORR_STATUS","N/A","  114","   47","   67","59 %","Correction Status",
"[Totle]"," ","  114","   47","   67","59 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_COST_PROVISION","N/A","  782","  447","  335","43 %","AM: Contract Cost provision",
"[Totle]"," ","  782","  447","  335","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CPR_NNA_DOWNLOAD","N/A","  798","  534","  264","33 %","CPR/NNA Data load",
"[Totle]"," ","  798","  534","  264","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CPR_NNA_DOWNLOAD_EQUIP","N/A","1,065","  739","  326","31 %","CPR/NNA Data load",
"[Totle]"," ","1,065","  739","  326","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CPR_NNA_DOWNLOAD_MP","N/A","1,090","  769","  321","29 %","CPR/NNA Data load",
"[Totle]"," ","1,090","  769","  321","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CR155_UPDATE_EQUIPMENT","N/A","   93","   37","   56","60 %","AM: CR155 - Update equipment (Sales Area, sales office/group",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: CR155 - Update equipment (Sales Area, sales office/group",
"[Totle]"," ","  349","  221","  128","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CREATE_ECB_NOTIFICATIONS","N/A","1,130","  708","  422","37 %","AM: Create ECB notifications",
"YAM_CREATE_ECB_NOTIFICATIONF01","N/A","  238","  183","   55","23 %","Include YAM_CREATE_ECB_NOTIFICATIONF01",
"[Totle]"," ","1,368","  891","  477","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CREATE_FILES_COMP_BPCS","N/A","  339","  186","  153","45 %","AM: Create files to compare with BPCS",
"[Totle]"," ","  339","  186","  153","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CREATE_IQ_SP","N/A","1,799","1,295","  504","28 %","AM: Create Intelli Quoter Service Product.",
"[Totle]"," ","1,799","1,295","  504","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CS_SEO_PART_DETL","N/A","   21","    4","   17","81 %","Search equipment created in given period and plant.",
"YAM_CS_SEO_FRM","N/A","  322","  114","  208","65 %","Include YSE_FORM",
"YAM_CS_SEO_TOP","N/A","  123","   84","   39","32 %","Include YSE_TOP",
"[Totle]"," ","  466","  202","  264","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CS_UPD_SERVICE_CUSTINFO","N/A","   46","   10","   36","78 %","Updation of customer information in object addr tab for serv",
"YAM_CS_UPD_SERVICE_CUST_FRM","N/A","  255","  136","  119","47 %","Include YAM_CS_UPD_SERVICE_CUST_FRM",
"YAM_CS_UPD_SERVICE_CUST_TOP","N/A","   96","   52","   44","46 %","Include YAM_CS_UPD_SERVICE_CUST_TOP",
"[Totle]"," ","  397","  198","  199","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CUSTOMER_SATISFACTION","N/A","  220","  121","   99","45 %","OBSOLETE: Report measure cust. satisf. ->YAM_CUSTOMER_SATISF",
"YAM_CUSTOMER_SATISFACTION_F01","N/A","  492","  342","  150","30 %","DESACTIVATED: Include YAM_CUSTOMER_SATISFACTION_F01",
"YAM_CUSTOMER_SATISFACTION_F02","N/A","  193","  110","   83","43 %","DESACTIVATED: Include YAM_CUSTOMER_SATISFACTION_F02",
"[Totle]"," ","  905","  573","  332","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_CUSTOMER_SATISFACTION2","N/A","  233","  146","   87","37 %","AM: Report to measure customer satisfaction.",
"YAM_CUSTOMER_SATISFACTION2_F01","N/A","  877","  587","  290","33 %","Include YAM_CUSTOMER_SATISFACTION_F01",
"YAM_CUSTOMER_SATISFACTION2_F02","N/A","  205","  119","   86","42 %","Include YAM_CUSTOMER_SATISFACTION_F02",
"[Totle]"," ","1,315","  852","  463","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_D016_EQUIP_CONTRACT","N/A","1,106","  556","  550","50 %","",
"[Totle]"," ","1,106","  556","  550","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_D016_SERVICE_CONTRACT","N/A","1,498","  761","  737","49 %","Data Transfer for Service Contracts",
"[Totle]"," ","1,498","  761","  737","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_D016_SERVICE_CONTRACT_BTCI","N/A","1,676","1,007","  669","40 %","Data Transfer for Service Contracts",
"[Totle]"," ","1,676","1,007","  669","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_D022","N/A","  377","  254","  123","33 %","Upload Program for the Maintenance Strategy",
"[Totle]"," ","  377","  254","  123","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_D023","N/A","  452","  259","  193","43 %","PROGRAM FOR MANUAL CALLS",
"[Totle]"," ","  452","  259","  193","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DEACTIVATE_MPLAN","N/A","  157","   93","   64","41 %","AM: Deactivate maintenance plans : maintenance plan list.",
"YAM_DEACTIVATE_MPLAN_F01","N/A","  806","  483","  323","40 %","Include YAM_DEACTIVATE_MPLAN_F01",
"YAM_DEACTIVATE_MPLAN_F02","N/A","  315","  185","  130","41 %","Include YAM_DEACTIVATE_MPLAN_F02",
"YAM_DEACTIVATE_MPLAN_F03","N/A","  179","  100","   79","44 %","Include YAM_DEACTIVATE_MPLAN_F03",
"[Totle]"," ","1,457","  861","  596","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DEFERRED_REV_ANNUAL_PERIOD","N/A","  254","  164","   90","35 %","AM: Deferred income - annual period",
"[Totle]"," ","  254","  164","   90","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DEF_REVENUE","N/A","  353","  259","   94","27 %","AM: Deferred revenues",
"[Totle]"," ","  353","  259","   94","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DELETE_CONTRACT","N/A","   55","   18","   37","67 %","AM: Delete contract(s)",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: Delete contract(s)",
"[Totle]"," ","  311","  202","  109","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DELETE_MEASUREMENT_POINTS","N/A","  124","   58","   66","53 %","AM: Delete measurement points",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: Delete measurement points",
"[Totle]"," ","  380","  242","  138","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DEL_FILES_FROM_APPL_SERVER","N/A","  219","  139","   80","37 %","AM: Delete files from application server",
"[Totle]"," ","  219","  139","   80","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DISPLAY_APPLICATION_LOG","N/A","  402","  215","  187","47 %","Application Log for COPA Planned and Actual Postings",
"[Totle]"," ","  402","  215","  187","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_CUSTOMERS","N/A","  924","  793","  131","14 %","Customer Download",
"[Totle]"," ","  924","  793","  131","14 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_MEAS_DOC","N/A","  785","  542","  243","31 %","Download measuring documents",
"[Totle]"," ","  785","  542","  243","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_MEAS_POINTS","N/A","  712","  465","  247","35 %","Download measuring points",
"[Totle]"," ","  712","  465","  247","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_NOTIF","N/A","1,559","1,325","  234","15 %","Download notifications",
"[Totle]"," ","1,559","1,325","  234","15 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO","N/A","2,475","2,166","  309","12 %","Download service orders",
"[Totle]"," ","2,475","2,166","  309","12 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_DMR","N/A","1,500","1,246","  254","17 %","Download DMR linked to SEO",
"[Totle]"," ","1,500","1,246","  254","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_HOUR_CONF","N/A","1,347","1,053","  294","22 %","Download service orderhour confirmations",
"[Totle]"," ","1,347","1,053","  294","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_LONGTEXT","N/A","  535","  309","  226","42 %","Download service order longtext",
"[Totle]"," ","  535","  309","  226","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_LONGTEXT_SO","N/A","  845","  675","  170","20 %","Download SO longtexts linked to SEO",
"[Totle]"," ","  845","  675","  170","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_LONGTEXT_WDP","N/A","  407","  272","  135","33 %","Download service order longtext",
"[Totle]"," ","  407","  272","  135","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_LONGTEXT_WDP2","N/A","  437","  288","  149","34 %","Download service order longtext",
"[Totle]"," ","  437","  288","  149","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_OPER","N/A","  870","  714","  156","18 %","Download service order operations",
"[Totle]"," ","  870","  714","  156","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_PARTS_CONF","N/A","  867","  700","  167","19 %","Download service order parts confirmations",
"[Totle]"," ","  867","  700","  167","19 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_SEO_PARTS_ORD","N/A","  875","  694","  181","21 %","Download service order parts ordered",
"[Totle]"," ","  875","  694","  181","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_TASKLISTS","N/A","3,366","2,707","  659","20 %","Download general tasklists",
"[Totle]"," ","3,366","2,707","  659","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_DOWNLOAD_TASKLISTS_ONLY","N/A","1,191","  999","  192","16 %","Download tasklists",
"[Totle]"," ","1,191","  999","  192","16 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_EQUIPMENT_UPDATE_PARTNERS","N/A","1,813","1,241","  572","32 %","Update partners in equipments",
"[Totle]"," ","1,813","1,241","  572","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_EQUI_ADD_OILTYPE","N/A","  379","  250","  129","34 %","AM: Multiple oiltypes for AII/AIF machines",
"[Totle]"," ","  379","  250","  129","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_EQUI_CLASSIF","N/A","  219","  103","  116","53 %","YAM_EQUI_CLASS",
"[Totle]"," ","  219","  103","  116","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_EQUI_EXPORT_STATUS","N/A","  393","  273","  120","31 %","Automatic setting of User Status ZEXP on Equipments",
"[Totle]"," ","  393","  273","  120","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
